id,Bus_name,Bus_Type,Departure_Time,Arrival_Time,Duration,Fare,Rating,Seat_Availability,Bus_Link,Bus_Route
671,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),1:01,10:01,09h 00m,3000,4.1,44 Seats available,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Delhi Airport to Patiala
672,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),1:30,10:30,09h 00m,2500,4.1,51 Seats available,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Delhi Airport to Patiala
673,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),2:00,8:00,06h 00m,2500,4.1,51 Seats available,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Delhi Airport to Patiala
674,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),3:00,12:00,09h 00m,3000,4.1,42 Seats available,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Delhi Airport to Patiala
675,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),12:00,23:00,11h 00m,3000,4.1,42 Seats available,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Amritsar to Delhi Airport
676,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),21:55,8:55,11h 00m,3000,4.1,,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Amritsar to Delhi Airport
677,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),14:00,3:00,13h 00m,3300,4.1,,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Amritsar to Delhi Airport
678,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),10:00,23:10,13h 10m,2500,4.1,44 Seats available,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Amritsar to Delhi Airport
679,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),18:00,7:00,13h 00m,3000,4.1,,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Amritsar to Delhi Airport
680,PEPSU (Punjab) - 67162,Volvo AC Seater (2+2),11:25,22:30,11h 05m,1078,3.8,29 Seats available,https://www.redbus.in/bus-tickets/kapurthala-to-delhi,Kapurthala to Delhi
681,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),17:20,4:20,11h 00m,1128,4.3,,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar
682,Zingbus Plus,Scania A/C Semi Sleeper (2+2),19:50,6:20,10h 30m,812,4.3,,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar
683,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),14:30,2:15,11h 45m,3300,4.1,,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar
684,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),6:00,17:45,11h 45m,3300,4.1,44 Seats available,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar
685,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),4:30,16:15,11h 45m,3300,4.1,43 Seats available,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Delhi Airport to Jalandhar
686,Chandigarh Transport Undertaking (CTU) - 165965,HVAC Seater (2+3),15:10,20:40,05h 30m,371.43,4.4,47 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Chandigarh to Bathinda
687,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),7:50,12:00,04h 10m,600,3.8,34 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Chandigarh to Bathinda
688,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),8:50,13:00,04h 10m,600,3.3,45 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Chandigarh to Bathinda
689,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),11:00,14:55,03h 55m,600,3.6,44 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Chandigarh to Bathinda
690,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),12:00,15:50,03h 50m,600,3.7,45 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Chandigarh to Bathinda
691,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),14:05,18:20,04h 15m,600,3.6,39 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Chandigarh to Bathinda
692,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),14:50,18:40,03h 50m,500,4.1,42 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Chandigarh to Bathinda
693,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),15:25,19:10,03h 45m,500,4.2,40 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Chandigarh to Bathinda
694,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),16:55,20:40,03h 45m,600,3.5,45 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Chandigarh to Bathinda
695,RATHORE TRAVELS AGENCY,AC Sleeper (2+1),18:30,23:15,04h 45m,700,4.8,21 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Chandigarh to Bathinda
696,Jujhar Travels,Non AC Seater (2+3),5:45,11:25,05h 40m,300,4.2,47 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-faridkot,Chandigarh to Faridkot
697,Jujhar Travels,Non AC Seater (2+3),7:00,13:00,06h 00m,300,4.2,47 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-faridkot,Chandigarh to Faridkot
698,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),16:20,20:45,04h 25m,600,4.3,40 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-faridkot,Chandigarh to Faridkot
699,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),7:50,9:50,02h 00m,200,3.8,46 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Chandigarh to Patiala
700,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),8:50,10:25,01h 35m,200,4.8,49 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Chandigarh to Patiala
701,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),11:00,12:30,01h 30m,200,4.6,49 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Chandigarh to Patiala
702,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),12:00,13:30,01h 30m,200,3.3,46 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Chandigarh to Patiala
703,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),14:50,16:30,01h 40m,200,3.7,47 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Chandigarh to Patiala
704,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),15:25,16:45,01h 20m,200,3.7,48 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Chandigarh to Patiala
705,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),13:30,15:20,01h 50m,200,2.3,44 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Chandigarh to Patiala
706,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),13:55,15:40,01h 45m,200,2.5,43 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Chandigarh to Patiala
707,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),16:55,18:30,01h 35m,200,2.7,45 Seats available,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Chandigarh to Patiala
708,Kareng Travels,Non AC Seater (2+1),11:15,16:30,05h 15m,361,4.1,3 Seats available,https://www.redbus.in/bus-tickets/diphu-to-guwahati,Diphu to Guwahati
709,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,17:45,06h 15m,361,4.8,30 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-diphu,Guwahati to Diphu
710,Kareng Travels,Non AC Seater (2+2),11:45,18:30,06h 45m,361,4.2,34 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-diphu,Guwahati to Diphu
711,Kareng Travels,Non AC Seater (2+1),12:15,16:30,04h 15m,285,3.6,3 Seats available,https://www.redbus.in/bus-tickets/bokolia-assam-to-guwahati,Bokolia (assam) to Guwahati
712,Kareng Travels,Non AC Seater (2+1),12:45,16:30,03h 45m,266,4.3,3 Seats available,https://www.redbus.in/bus-tickets/dokmoka-to-guwahati,Dokmoka to Guwahati
713,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,14:45,03h 15m,250,4.8,31 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Guwahati to Dokmoka
714,Kareng Travels,A/C Seater (2+1),9:30,14:00,04h 30m,285,4.3,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Guwahati to Dokmoka
715,Kareng Travels,Non AC Seater (2+2),11:45,16:00,04h 15m,266,4.5,34 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Guwahati to Dokmoka
716,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,15:45,04h 15m,299,4.3,31 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Guwahati to Bokolia (assam)
717,Kareng Travels,A/C Seater (2+1),9:30,14:45,05h 15m,285,4.1,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Guwahati to Bokolia (assam)
718,Kareng Travels,Non AC Seater (2+2),11:45,16:30,04h 45m,285,4.2,30 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Guwahati to Bokolia (assam)
719,Kareng Travels,Non AC Seater (2+1),12:30,16:30,04h 00m,285,4.1,3 Seats available,https://www.redbus.in/bus-tickets/langhin-assam-to-guwahati,Langhin (assam) to Guwahati
720,KAAC TRANSPORT - 157442,Non AC Seater 2+2,4:30,10:30,06h 00m,300,3.6,27 Seats available,https://www.redbus.in/bus-tickets/diphu-to-hamren,Diphu to Hamren
721,KAAC TRANSPORT - 157441,Non AC Seater 2+2,13:00,17:30,04h 30m,246,3.2,44 Seats available,https://www.redbus.in/bus-tickets/diphu-to-hamren,Diphu to Hamren
722,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,15:00,03h 30m,266,3.3,31 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,Guwahati to Langhin (assam)
723,Kareng Travels,Non AC Seater (2+2),11:45,16:15,04h 30m,285,4,34 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,Guwahati to Langhin (assam)
724,Kareng Travels,A/C Seater (2+1),9:30,14:15,04h 45m,285,3.8,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,Guwahati to Langhin (assam)
725,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,17:00,05h 30m,350,4.2,30 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-manja-assam,Guwahati to Manja (assam)
726,Kareng Travels,Non AC Seater (2+2),11:45,18:00,06h 15m,342,4.5,42 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-manja-assam,Guwahati to Manja (assam)
727,Kareng Travels,Non AC Seater (2+1),11:30,16:30,05h 00m,342,4,3 Seats available,https://www.redbus.in/bus-tickets/manja-assam-to-guwahati,Manja (assam) to Guwahati
728,KAAC TRANSPORT - 157440,Non AC Seater 2+2,5:30,10:20,04h 50m,246,3.8,44 Seats available,https://www.redbus.in/bus-tickets/hamren-to-diphu,Hamren to Diphu
729,KAAC TRANSPORT - 157443,Non AC Seater 2+2,11:45,18:00,06h 15m,300,3.8,41 Seats available,https://www.redbus.in/bus-tickets/hamren-to-diphu,Hamren to Diphu
730,Kareng Travels,Non AC Seater (2+1),11:15,16:30,05h 15m,361,4.1,3 Seats available,https://www.redbus.in/bus-tickets/diphu-to-guwahati,Diphu to Guwahati
731,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,17:45,06h 15m,361,4.8,30 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-diphu,Guwahati to Diphu
732,Kareng Travels,Non AC Seater (2+2),11:45,18:30,06h 45m,361,4.2,30 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-diphu,Guwahati to Diphu
733,Kareng Travels,Non AC Seater (2+1),12:15,16:30,04h 15m,285,3.6,3 Seats available,https://www.redbus.in/bus-tickets/bokolia-assam-to-guwahati,Bokolia (assam) to Guwahati
734,Kareng Travels,Non AC Seater (2+1),12:45,16:30,03h 45m,266,4.3,3 Seats available,https://www.redbus.in/bus-tickets/dokmoka-to-guwahati,Dokmoka to Guwahati
735,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,14:45,03h 15m,250,4.8,31 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Guwahati to Dokmoka
736,Kareng Travels,A/C Seater (2+1),9:30,14:00,04h 30m,285,4.3,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Guwahati to Dokmoka
737,Kareng Travels,Non AC Seater (2+2),11:45,16:00,04h 15m,266,4.5,34 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Guwahati to Dokmoka
738,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,15:45,04h 15m,299,4.3,31 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Guwahati to Bokolia (assam)
739,Kareng Travels,A/C Seater (2+1),9:30,14:45,05h 15m,285,4.1,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Guwahati to Bokolia (assam)
740,Kareng Travels,Non AC Seater (2+2),11:45,16:30,04h 45m,285,4.2,30 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Guwahati to Bokolia (assam)
741,Kareng Travels,Non AC Seater (2+1),12:30,16:30,04h 00m,285,4.1,3 Seats available,https://www.redbus.in/bus-tickets/langhin-assam-to-guwahati,Langhin (assam) to Guwahati
742,KAAC TRANSPORT - 157442,Non AC Seater 2+2,4:30,10:30,06h 00m,300,3.6,27 Seats available,https://www.redbus.in/bus-tickets/diphu-to-hamren,Diphu to Hamren
743,KAAC TRANSPORT - 157441,Non AC Seater 2+2,13:00,17:30,04h 30m,246,3.2,44 Seats available,https://www.redbus.in/bus-tickets/diphu-to-hamren,Diphu to Hamren
744,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,15:00,03h 30m,266,3.3,31 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,Guwahati to Langhin (assam)
745,Kareng Travels,Non AC Seater (2+2),11:45,16:15,04h 30m,285,4,34 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,Guwahati to Langhin (assam)
746,Kareng Travels,A/C Seater (2+1),9:30,14:15,04h 45m,285,3.8,1 Seat available,https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,Guwahati to Langhin (assam)
747,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,17:00,05h 30m,350,4.2,30 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-manja-assam,Guwahati to Manja (assam)
748,Kareng Travels,Non AC Seater (2+2),11:45,18:00,06h 15m,342,4.5,42 Seats available,https://www.redbus.in/bus-tickets/guwahati-to-manja-assam,Guwahati to Manja (assam)
749,Kareng Travels,Non AC Seater (2+1),11:30,16:30,05h 00m,342,4,3 Seats available,https://www.redbus.in/bus-tickets/manja-assam-to-guwahati,Manja (assam) to Guwahati
750,KAAC TRANSPORT - 157440,Non AC Seater 2+2,5:30,10:20,04h 50m,246,3.8,44 Seats available,https://www.redbus.in/bus-tickets/hamren-to-diphu,Hamren to Diphu
751,KAAC TRANSPORT - 157443,Non AC Seater 2+2,11:45,18:00,06h 15m,300,3.8,41 Seats available,https://www.redbus.in/bus-tickets/hamren-to-diphu,Hamren to Diphu
752,New Pal Travels,NON A/C Seater / Sleeper (2+2),20:15,6:15,10h 00m,719,1.5,,https://www.redbus.in/bus-tickets/jammu-to-srinagar,Jammu (j and k) to Srinagar
753,Harikesh Tour N Travels,NON A/C Seater / Sleeper (2+2),20:30,6:00,09h 30m,674,1.1,,https://www.redbus.in/bus-tickets/jammu-to-srinagar,Jammu (j and k) to Srinagar
754,North Kashmir Tour and Travels,NON A/C Sleeper (2+2),16:30,2:30,10h 00m,699,1,,https://www.redbus.in/bus-tickets/jammu-to-srinagar,Jammu (j and k) to Srinagar
755,North Kashmir Tour and Travels,NON A/C Sleeper (2+2),17:15,3:15,10h 00m,699,1,,https://www.redbus.in/bus-tickets/jammu-to-srinagar,Jammu (j and k) to Srinagar
756,Northern Travels,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),22:30,5:30,0-737h 00m,1299,,,https://www.redbus.in/bus-tickets/jammu-to-srinagar,Jammu (j and k) to Srinagar
757,JKRTC - 172597,Volvo AC Seater (2+2),13:00,13:00,24h 00m,2568.58,4.3,,https://www.redbus.in/bus-tickets/delhi-to-srinagar,Delhi to Srinagar
758,DIVA BUS,AC Sleeper (2+1),15:00,8:00,17h 00m,2700,4.3,,https://www.redbus.in/bus-tickets/delhi-to-srinagar,Delhi to Srinagar
759,Northern Travels,Bharat Benz A/C Sleeper (2+1),16:30,13:00,20h 30m,2699,1.9,,https://www.redbus.in/bus-tickets/delhi-to-srinagar,Delhi to Srinagar
760,Northern Travels,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),9:30,19:00,09h 30m,1299,,37 Seats available,https://www.redbus.in/bus-tickets/srinagar-to-jammu,Srinagar to Jammu (j and k)
761,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:50,9:30,12h 40m,822,4.3,,https://www.redbus.in/bus-tickets/jammu-to-haridwar,Jammu (j and k) to Haridwar
762,City Land Travels,A/C Seater/Sleeper (2+1),20:30,9:00,12h 30m,791,3.3,,https://www.redbus.in/bus-tickets/jammu-to-haridwar,Jammu (j and k) to Haridwar
763,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),20:00,8:55,12h 55m,800,4,,https://www.redbus.in/bus-tickets/jammu-to-haridwar,Jammu (j and k) to Haridwar
764,Zimindara Travels,AC Sleeper (2+1),15:00,4:30,13h 30m,1149,4.5,,https://www.redbus.in/bus-tickets/jammu-to-haridwar,Jammu (j and k) to Haridwar
765,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),16:40,5:00,12h 20m,800,4.4,,https://www.redbus.in/bus-tickets/jammu-to-haridwar,Jammu (j and k) to Haridwar
766,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:40,8:30,11h 50m,599,4.6,,https://www.redbus.in/bus-tickets/jammu-to-delhi,Jammu (j and k) to Delhi
767,Gola Bus Service,A/C Seater/Sleeper (2+1),20:20,7:50,11h 30m,499,4.8,,https://www.redbus.in/bus-tickets/jammu-to-delhi,Jammu (j and k) to Delhi
768,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),21:15,8:30,11h 15m,760,4.6,,https://www.redbus.in/bus-tickets/jammu-to-delhi,Jammu (j and k) to Delhi
769,AdIndia Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),18:30,6:00,11h 30m,499,4.3,,https://www.redbus.in/bus-tickets/jammu-to-delhi,Jammu (j and k) to Delhi
770,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),20:30,8:30,12h 00m,522,4.5,,https://www.redbus.in/bus-tickets/jammu-to-delhi,Jammu (j and k) to Delhi
771,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),19:10,8:15,13h 05m,676,4.7,,https://www.redbus.in/bus-tickets/delhi-to-jammu,Delhi to Jammu (j and k)
772,Gola Bus Service,A/C Seater/Sleeper (2+1),20:00,9:00,13h 00m,499,4.8,,https://www.redbus.in/bus-tickets/delhi-to-jammu,Delhi to Jammu (j and k)
773,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:30,10:15,12h 45m,950,4.5,,https://www.redbus.in/bus-tickets/delhi-to-jammu,Delhi to Jammu (j and k)
774,AdCity Land Travels,A/C Seater/Sleeper (2+1),20:30,9:30,13h 00m,673,3.7,,https://www.redbus.in/bus-tickets/delhi-to-jammu,Delhi to Jammu (j and k)
775,Yolo Bus,A/C Seater/Sleeper (2+1),19:15,7:30,12h 15m,500,4.5,,https://www.redbus.in/bus-tickets/delhi-to-jammu,Delhi to Jammu (j and k)
776,SPEED BUS,Volvo AC Seater (2+2),12:30,13:00,00h 30m,854,3.7,44 Seats available,https://www.redbus.in/bus-tickets/katra-to-jammu,Katra (jammu and kashmir) to Jammu (j and k)
777,Lavish Travels,A/C Seater / Sleeper (2+2),14:40,4:35,13h 55m,539,3.5,,https://www.redbus.in/bus-tickets/katra-to-jammu,Katra (jammu and kashmir) to Jammu (j and k)
778,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),15:00,16:40,01h 40m,400,3.5,38 Seats available,https://www.redbus.in/bus-tickets/katra-to-jammu,Katra (jammu and kashmir) to Jammu (j and k)
779,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),15:10,17:15,02h 05m,500,3.5,34 Seats available,https://www.redbus.in/bus-tickets/katra-to-jammu,Katra (jammu and kashmir) to Jammu (j and k)
780,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),15:50,18:30,02h 40m,950,3.5,40 Seats available,https://www.redbus.in/bus-tickets/katra-to-jammu,Katra (jammu and kashmir) to Jammu (j and k)
781,City Land Travels,A/C Seater/Sleeper (2+1),16:30,17:50,01h 20m,539,3.6,31 Seats available,https://www.redbus.in/bus-tickets/katra-to-jammu,Katra (jammu and kashmir) to Jammu (j and k)
782,FlixBus,A/C Sleeper (2+1),18:30,20:00,01h 30m,99,3.7,36 Seats available,https://www.redbus.in/bus-tickets/katra-to-jammu,Katra (jammu and kashmir) to Jammu (j and k)
783,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),18:45,20:10,01h 25m,570,4.3,29 Seats available,https://www.redbus.in/bus-tickets/katra-to-jammu,Katra (jammu and kashmir) to Jammu (j and k)
784,City Land Travels,A/C Seater/Sleeper (2+1),19:00,20:30,01h 30m,791,3.6,11 Seats available,https://www.redbus.in/bus-tickets/katra-to-jammu,Katra (jammu and kashmir) to Jammu (j and k)
785,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),19:00,20:00,01h 00m,700,3.8,24 Seats available,https://www.redbus.in/bus-tickets/katra-to-jammu,Katra (jammu and kashmir) to Jammu (j and k)
786,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+1),4:00,6:00,02h 00m,486,3,32 Seats available,https://www.redbus.in/bus-tickets/jammu-to-katra,Jammu (j and k) to Katra (jammu and kashmir)
787,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),5:00,6:00,01h 00m,299,3.8,44 Seats available,https://www.redbus.in/bus-tickets/jammu-to-katra,Jammu (j and k) to Katra (jammu and kashmir)
788,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),6:00,7:30,01h 30m,149,4.3,36 Seats available,https://www.redbus.in/bus-tickets/jammu-to-katra,Jammu (j and k) to Katra (jammu and kashmir)
789,FlixBus,A/C Sleeper (2+1),7:20,8:55,01h 35m,99,3.7,20 Seats available,https://www.redbus.in/bus-tickets/jammu-to-katra,Jammu (j and k) to Katra (jammu and kashmir)
790,City Land Travels,A/C Seater/Sleeper (2+1),8:00,9:00,01h 00m,567,3.6,42 Seats available,https://www.redbus.in/bus-tickets/jammu-to-katra,Jammu (j and k) to Katra (jammu and kashmir)
791,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),8:50,10:10,01h 20m,324,4.3,11 Seats available,https://www.redbus.in/bus-tickets/jammu-to-katra,Jammu (j and k) to Katra (jammu and kashmir)
792,FlixBus,A/C Sleeper (2+1),10:20,11:55,01h 35m,99,3.7,32 Seats available,https://www.redbus.in/bus-tickets/jammu-to-katra,Jammu (j and k) to Katra (jammu and kashmir)
793,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),20:30,21:30,01h 00m,299,3.8,36 Seats available,https://www.redbus.in/bus-tickets/jammu-to-katra,Jammu (j and k) to Katra (jammu and kashmir)
794,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),21:10,22:10,01h 00m,299,3.8,32 Seats available,https://www.redbus.in/bus-tickets/jammu-to-katra,Jammu (j and k) to Katra (jammu and kashmir)
795,Royal Golden,A/C Seater / Sleeper (2+2),1:15,5:15,04h 00m,319,2,34 Seats available,https://www.redbus.in/bus-tickets/jammu-to-katra,Jammu (j and k) to Katra (jammu and kashmir)
796,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:30,6:00,12h 30m,665,4.3,,https://www.redbus.in/bus-tickets/haridwar-to-jammu,Haridwar to Jammu (j and k)
797,City Land Travels,A/C Seater/Sleeper (2+1),20:15,8:00,11h 45m,630,3.9,,https://www.redbus.in/bus-tickets/haridwar-to-jammu,Haridwar to Jammu (j and k)
798,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),18:20,7:00,12h 40m,800,3.7,,https://www.redbus.in/bus-tickets/haridwar-to-jammu,Haridwar to Jammu (j and k)
799,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,6:00,13h 00m,999,2.5,,https://www.redbus.in/bus-tickets/haridwar-to-jammu,Haridwar to Jammu (j and k)
800,Zimindara Travels,AC Sleeper (2+1),17:10,6:00,12h 50m,1049,3.3,,https://www.redbus.in/bus-tickets/haridwar-to-jammu,Haridwar to Jammu (j and k)
801,Chandigarh Transport Undertaking (CTU) - 165940,HVAC Seater (2+3),15:40,1:05,09h 25m,554.29,4.2,,https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k)
802,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:05,6:00,06h 55m,487,4.4,,https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k)
803,Moon Light Travels Katra,A/C Sleeper (2+1),21:00,4:30,07h 30m,584,4.4,,https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k)
804,AdNew Pal Travels,A/C Sleeper (2+1),19:30,5:45,10h 15m,584,3.8,,https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k)
805,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:50,6:00,07h 10m,551,4.3,,https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k)
806,Manpreet Travels,NON A/C Seater (2+2),4:00,12:30,08h 30m,400,1.4,27 Seats available,https://www.redbus.in/bus-tickets/jammu-to-kishtwar,Jammu (j and k) to Kishtwar
807,Manpreet Travels,NON A/C Seater (2+2),8:30,16:00,07h 30m,400,1.4,27 Seats available,https://www.redbus.in/bus-tickets/jammu-to-kishtwar,Jammu (j and k) to Kishtwar
808,Manpreet Travels,NON A/C Seater (2+2),8:00,15:30,07h 30m,400,1.4,27 Seats available,https://www.redbus.in/bus-tickets/jammu-to-kishtwar,Jammu (j and k) to Kishtwar
809,Manpreet Travels,NON A/C Seater (2+2),5:40,13:30,07h 50m,400,1.4,27 Seats available,https://www.redbus.in/bus-tickets/jammu-to-kishtwar,Jammu (j and k) to Kishtwar
